State,NameOfFirm,URL,PrimaryContact,Address,Phone,ListOfStaff,Website,Specialities
California,"TBS Construction, Inc.",https://remodelingdoneright.nari.org/remodelers/12632330/Details/,Mamuka Grigolia,"Santa Clara, CA",(408)824-8888,Kristen Diaz-Kleiboer CKBR; Mamuka Grigolia,http://www.tbsconstructions.com/,Residential & Commercial Remodel;Remodeling Contractor;Disaster Recovery Services;Additions;Kitchens/Baths;Design/Build
California,Custom Design & Construction,https://remodelingdoneright.nari.org/remodelers/12529253/Details/,Bill Simone,"El Segundo, CA",(310)815-4815,Rachel Ponder CRPM; Bill Simone; Elizabeth Yuen UDCP,http://www.remodelwithus.com/,Deck Contractor;Additions;Outdoor Living/Kitchens;Siding Contractor;Sunrooms;Kitchens/Baths;Contractor;Remodeling Contractor
California,"EASE - Eagle Accessibility Solutions & Equipment, Inc.",https://remodelingdoneright.nari.org/remodelers/12672793/Details/,Steve Weaver UDCP,"Auburn, CA",(530) 820-9114,Nicholas Weaver CRPM; Steve Weaver UDCP,http://www.accesswithease.com/,Universal Design Remodeler
California,EBCON Corporation,https://remodelingdoneright.nari.org/remodelers/12611843/Details/,Erik Bergstrom,"Redwood City, CA",(650)773-1272,Erik Bergstrom; Esteban Chavez CRPM; Caity Corbett CRPM; Sarah Donovan-Meitz CRPM,http://www.ebconcorp.com/,Windows/Doors;Closet Design & Install;Remodeling Contractor;Roofing Contractor;Universal Design Remodeler;Contractor;Home Theater;Additions;Siding Contractor;Kitchens/Baths
California,"HDR Remodeling, Inc.",https://remodelingdoneright.nari.org/remodelers/12541948/Details/,Chris Fellows CRPM,"Berkeley, CA",(510)845-6100,Chris Fellows CRPM; Alberto Navarro Ruiz CLC,http://www.hdrremodeling.com/,Specialty Contractor;Countertop Installers;Cabinet Installer;Design/Build;Tile Contractor;Remodeling Contractor;Kitchens/Baths;Green Remodeler;Contractor;Deck Contractor
California,Leff Construction Design/Build,https://remodelingdoneright.nari.org/remodelers/12534345/Details/,David Leff,"Sebastopol, CA",(707)823-4899,David Leff; Jeffrey Rexford UDCP; Morgan Thomas CRPM,http://www.leffconstruction.com/,Restoration;Kitchens/Baths;Additions;Green Remodeler;Design/Build;Remodeling Contractor;Contractor
California,Lenton Company Inc.,https://remodelingdoneright.nari.org/remodelers/12633194/Details/,Robert Lenton,"Palmdale, CA",(661)273-9179,Robert Lenton; Kendal Lenton-Cooney CRPM,http://lentoncompany.com/,Contractor;Kitchens/Baths;Additions;Residential & Commercial Remodel;Design/Build;Remodeling Contractor
California,"McCutcheon Construction, Inc.",https://remodelingdoneright.nari.org/remodelers/88107/Details/,Julie Moynihan,"Berkeley, CA",(510)558-8030,Rafael Hernandez CRPM; Julie Moynihan,http://www.mcbuild.com/,Deck Contractor;Specialty Contractor;Kitchens/Baths;Contractor;Green Remodeler;Remodeling Contractor;Outdoor Living/Kitchens
California,MSK Design Build,https://remodelingdoneright.nari.org/remodelers/12607731/Details/,Kat Mullen,"Walnut Creek, CA",925-944-0153,Joe Businsky CLC; Bridget Horan CRPM; Kat Mullen; Curt Roth CRPM; Scott Westby,http://www.mskdesignbuild.com/,Additions;Contractor;Kitchens/Baths;Remodeling Contractor;Design/Build
California,"S. E. A. Construction, Inc.",https://remodelingdoneright.nari.org/remodelers/123660/Details/,Steven Evans Albert,"San Mateo, CA",(650)287-4202,Steven Evans Albert; Ron Holmes CRPM,http://www.seaconstruction.com/,Windows/Doors;Basement Remodeling;Kitchens/Baths;Siding Contractor;Design/Build;Remodeling Contractor;Contractor
California,"Steve Rempe-General Contractor, Inc.",https://remodelingdoneright.nari.org/remodelers/12537606/Details/,Steve Rempe,"Novato, CA",(415)897-9126,Brandon Bayer CRPM; Ryan Comstock CRPM; Thomas Kessler CRPM; George Pasfield CRPM; David Rempe CRPM; Steve Rempe; Zachary Rempe CRPM,http://www.rempe.com/,Decks & Patios;Cabinet Installer;Contractor;Kitchens/Baths;Residential & Commercial Remodel;Green Remodeler;Outdoor Living/Kitchens;Remodeling Contractor
California,Tankersley Construction,https://remodelingdoneright.nari.org/remodelers/12688456/Details/,Steven Tankersley,"Rancho Cordova, CA",916-467-2678,Amy Johnson CRPM; Steven Tankersley,http://www.tankersleybuilds.com/,Remodeling Contractor;Kitchens/Baths;Residential Remodeling;Remodeler
California,Tracery Professional Builders,https://remodelingdoneright.nari.org/remodelers/12618754/Details/,Mark Macdonald CRPM,"Campbell, CA",408.643.0018,Deborah Fein UDCP; Mark Macdonald CRPM,http://www.tracerybuilders.com/,Additions;Kitchens/Baths;Green Remodeler;Earthquake Protection;Landscapers;Pools;Contractor;Remodeling Contractor
California,"Ammirato Construction, Inc.",https://remodelingdoneright.nari.org/remodelers/12599877/Details/,John Ammirato,"Campbell, CA",408-249-3869,John Ammirato; Derek Harper CLC,http://www.ammiratoconstruction.com/,Outdoor Living/Kitchens;Restoration;Remodeling Contractor;Contractor;Kitchens/Baths;Deck Contractor
California,Gridley Construction Company,https://remodelingdoneright.nari.org/remodelers/96196/Details/,Linda Gridley,"Campbell, CA",(408)374-0900,Jonathan Bowen CLC; Linda Gridley,http://www.gridleycompany.com/,Architectural Design;Green Remodeler;Additions;Kitchens/Baths;Home Theater;Outdoor Living/Kitchens;Universal Design Remodeler;Remodeling Contractor;Contractor
California,Synergy Builders,https://remodelingdoneright.nari.org/remodelers/12673320/Details/,Joseph Goitia CLC,"Oroville, CA",530-403-9684,Joseph Goitia CLC,,Remodeling Contractor;Kitchens/Baths;Windows/Doors;Cabinet Installer;Deck Contractor;Contractor;Restoration;Plumbing;Flooring;Design/Build
California,Chandler Building,https://remodelingdoneright.nari.org/remodelers/12583579/Details/,Will Chandler GCP,"Fremont, CA",510-525-1956,Will Chandler GCP,http://www.chandlerbuilding.net/,Green Remodeler;Contractor;Universal Design Remodeler;Remodeling Contractor;Deck Contractor;Windows/Doors;Siding Contractor;Kitchens/Baths;Restoration
California,"Starburst Construction, Inc.",https://remodelingdoneright.nari.org/remodelers/106185/Details/,Philip Carey GCP,"San Jose, CA",(408)448-1328,Cindy Carey GCP; Philip Carey GCP; Brian Smith CRC,http://www.starburstconstruction.com/,Contractor;Green Remodeler;Remodeling Contractor;Landscapers;Restoration;Home Performance Diagnostics;Plumbing Contractor;Windows/Doors
California,"All Pro Builders, Inc.",https://remodelingdoneright.nari.org/remodelers/12537100/Details/,Paul Paniagua,"Fullerton, CA",(714)255-0131,Elvis Lopez UDCP; Paul Paniagua,http://www.allprobuildersinc.com/,Kitchens/Baths;Universal Design Remodeler;Contractor;Siding Contractor;Windows/Doors;Plumbing Contractor;Fireplaces/Chimneys;Remodeling Contractor
California,Bassett Building and Construction,https://remodelingdoneright.nari.org/remodelers/12631936/Details/,Ed Bassett UDCP,"Elverta, CA",(916) 992-1138,Ed Bassett UDCP,http://www.bassettbuilders.net/,Countertop Installers;Deck Contractor;Cabinets - Refacing;Windows/Doors;Tile Contractor;Green Remodeler;Kitchens/Baths;Restoration;Remodeling Contractor
California,Kitchens Inside Out,https://remodelingdoneright.nari.org/remodelers/12629880/Details/,Judi Cooper UDCP,"San Rafael, CA",415-505-8708,Judi Cooper UDCP,,Contractor;Remodeling Contractor
California,"May Construction, Inc.",https://remodelingdoneright.nari.org/remodelers/12583185/Details/,Greg May UDCP,"San Jose, CA",(408)294-6763,Greg May UDCP,http://www.mayconstructioninc.com/,Design/Build;Additions;Universal Design Remodeler;Contractor;Kitchens/Baths;Cabinet Installer;Remodeling Contractor
California,Premier Bath and Kitchen,https://remodelingdoneright.nari.org/remodelers/12631876/Details/,"Nick Kress CRA, UDCP","Rancho Cordova, CA",(916) 638-2763,"Nick Kress CRA, UDCP; Jordan Tatosian",http://www.premierbathandkitchen.com/,Kitchens/Baths;Remodeling Contractor;Contractor
California,2M Architecture,https://remodelingdoneright.nari.org/remodelers/12285351/Details/,Marc Lindsell,"San Francisco, CA",(415)826-5459,Marc Lindsell,http://www.2marchitecture.com/,Green Remodeler;Additions;Contractor;Interior Design;Remodeling Contractor;Architectural Design;Residential & Commercial Remodel
California,A Plus Design & Remodeling,https://remodelingdoneright.nari.org/remodelers/12614912/Details/,Adam Ben Simon,"Van Nuys, CA",877-888-6488,Adam Ben Simon,http://www.aplus-builders.com/,Plumbing Contractor;Additions;Kitchens/Baths;Electrical Services;Landscapers;Remodeling Contractor;Design/Build;Foundations;Contractor
California,"A. M. Ortega Construction, Inc.",https://remodelingdoneright.nari.org/remodelers/12675716/Details/,Archie Ortega,"Lakeside, CA",619-390-1988,Archie Ortega,http://www.amortega.com/,Engineer;Excavation Services;Contractor;Electrical Services
California,"A.B.W. Construction, Inc.",https://remodelingdoneright.nari.org/remodelers/12569754/Details/,Arthur Wilbrand,"Belmont, CA",(408) 781-1307,Arthur Wilbrand,http://www.abwconstruction.com/,Remodeling Contractor;Additions;Kitchens/Baths;Decks & Patios;Contractor
California,"A.G. & Associates, Inc",https://remodelingdoneright.nari.org/remodelers/12629048/Details/,Anselmo Goulart,"San Ramon, CA",(925)327-0804,Anselmo Goulart,http://www.agassociatesinc.com/,Outdoor Living/Kitchens;Brick/Stone;Contractor;Paving;Decks & Patios;Concrete Services;Fireplaces/Chimneys
California,"Abacus Group Builders, Inc.",https://remodelingdoneright.nari.org/remodelers/12553393/Details/,Charles Voorhis,"Corte Madera, CA",(415)927-0667,Charles Voorhis,http://abacusgroupbuilders.com/,Contractor;Architectural Design;Remodeling Contractor;Kitchens/Baths;Additions
California,ABG Construction & Restoration,https://remodelingdoneright.nari.org/remodelers/12675467/Details/,Mike Antimie,"Anaheim, CA",714-780-1700,Mike Antimie,http://abgconstructionco.com/,Contractor
California,"Above & Beyond Building Design, LLC",https://remodelingdoneright.nari.org/remodelers/12590817/Details/,Jamie Young,"Carmichael, CA",(916)944-4088,Jamie Young,http://www.abbdesign.net/,Remodeling Contractor;Specialty Contractor;Design Firm;Contractor;Kitchens/Baths;Deck Contractor;Additions
California,Advanced Building & Remodeling,https://remodelingdoneright.nari.org/remodelers/12693355/Details/,John Calderon,"Los Angeles, CA",310-870-5000,John Calderon,http://www.advancedbuildingla.com/,Contractor
California,"Advanced Home Improvement, Inc.",https://remodelingdoneright.nari.org/remodelers/12602922/Details/,Sheryl Kanzaki,"Campbell, CA",408-559-0999,Sheryl Kanzaki,http://www.advhi.com/,Kitchens/Baths;Window Treatments;Contractor;Paving;Landscapers;Sunrooms;Remodeling Contractor;Additions
California,All Things Interior,https://remodelingdoneright.nari.org/remodelers/12626166/Details/,Mike & Gina Creamer,"Martinez, CA",(925)969-1587,Mike & Gina Creamer,http://www.allthingsinterior.net/,Stair Systems;Cabinets;Contractor;Restoration;Remodeling Contractor
California,"All Trade Co., Inc./dba Kenneth Licon General Contractor and All Trades Construction Management",https://remodelingdoneright.nari.org/remodelers/12688508/Details/,Kenneth Licon,"Chino, CA",909-569-4988,Kenneth Licon,,
California,"American Kitchen & Bath, Inc.",https://remodelingdoneright.nari.org/remodelers/12618008/Details/,Johans Wartenbergh,"San Jose, CA",(408)436-8151,Johans Wartenbergh,http://www.americankitchenandbath.com/,Remodeling Contractor;Kitchens/Baths;Additions;Marble & Stone;Countertop Installers;Contractor;Design/Build;Cabinets - Refacing;Cabinet Installer
California,Beckner Contracting & Management,https://remodelingdoneright.nari.org/remodelers/12614611/Details/,Craig Beckner,"Walnut Creek, CA",925-930-8280,Craig Beckner,http://www.becknercontracting.com/,Green Remodeler;Business Services/Consulting;Residential & Commercial Remodel;Contractor;Remodeling Contractor
California,"Benchmark Home Construction, Inc",https://remodelingdoneright.nari.org/remodelers/12630169/Details/,Jason Bliss,"Danville, CA",928-914-9273,Jason Bliss,http://www.benchmarkca.com/,Deck Contractor;Windows/Doors;Green Remodeler;Cabinet Installer;Universal Design Remodeler;Restoration;Kitchens/Baths;Insulation Contractor;Remodeling Contractor
California,BMW Builders,https://remodelingdoneright.nari.org/remodelers/12568506/Details/,B. Michael Wynne,"La Jolla, CA",858-274-4915,B. Michael Wynne,http://www.bmwbuilders.com/,Fireplaces/Chimneys;Kitchens/Baths;Universal Design Remodeler;Remodeling Contractor;Outdoor Living/Kitchens;Deck Contractor;Additions;Contractor
California,Building Pros Inc.,https://remodelingdoneright.nari.org/remodelers/12624837/Details/,Chuck Ott,"Danville, CA",925-369-7111,Chuck Ott,http://www.bldgpros.com/,Outdoor Living/Kitchens;Residential Remodeling;Contractor;Additions;Remodeling Contractor;Kitchens/Baths
California,Building Your Story by David Kaiser,https://remodelingdoneright.nari.org/remodelers/12575496/Details/,David Kaiser,"La Mesa, CA",(619)938-2657,David Kaiser,http://www.davidkaisercustomconstruction.com/,Remodeling Contractor;Outdoor Living/Kitchens;Kitchens/Baths;Contractor;Design/Build;Additions
California,"Burgin Design Remodel, Inc.",https://remodelingdoneright.nari.org/remodelers/12540808/Details/,Rhonda Burgin,"Santa Ana, CA",(714)558-1094,Rhonda Burgin,http://www.burginco.com/,Contractor;Remodeler;Additions;Cabinets;Kitchens/Baths;Wine Cellars
California,"C & L Construction, Inc.",https://remodelingdoneright.nari.org/remodelers/12694341/Details/,Orly Beruchim,"Encino, CA",800-797-3121,Orly Beruchim,http://www.candlconstructioninc.com/,
California,"California Bathroom & Kitchen Remodelers, Inc.",https://remodelingdoneright.nari.org/remodelers/12536071/Details/,Allyn Johnson,"San Jose, CA",(408)360-9700,Allyn Johnson,http://www.cabr.net/,Kitchens/Baths;Flooring Contractor;Cabinet Installer;Plumbing Contractor;Countertop Installers;Contractor;Electrical Services;Water Damage;Remodeling Contractor;Tile Contractor
California,California Building Innovations,https://remodelingdoneright.nari.org/remodelers/12687097/Details/,Raul Ramirez,"Orange, CA",877-220-5890,Raul Ramirez,,
California,California Construction Concepts,https://remodelingdoneright.nari.org/remodelers/12673948/Details/,Marshall Dohoney,"San Diego, CA",858-638-7895,Marshall Dohoney,http://www.caconstructionconcepts.com/,
California,Carey Bros. Inc. dba Carey Bros. Remodeling,https://remodelingdoneright.nari.org/remodelers/12644056/Details/,James Carey,"Brentwood, CA",(877)734-6404,James Carey,http://careybros.com/,Additions;Contractor;Kitchens/Baths;Remodeling Contractor;Design/Build
California,Chana Construction,https://remodelingdoneright.nari.org/remodelers/12537085/Details/,Devinder Chana,"Union City, CA",(510)487-3254,Devinder Chana,http://chanaconstruction.com/,Concrete Services;Remodeling Contractor;Kitchens/Baths;Additions;Contractor;Residential & Commercial Remodel
California,"Christopher Wells Construction, Inc.",https://remodelingdoneright.nari.org/remodelers/12627022/Details/,Chris Wells,"Brisbane, CA",(415)656-1220,Chris Wells,http://www.christopherwellsconstruction.com/,Electrical Services;Handyman Services;Additions;Kitchens/Baths;Flooring Contractor;Roofing Contractor;Contractor;Remodeling Contractor
California,Cirks Construction Inc. dba KDC Construction dba KDC Service and Maintenance,https://remodelingdoneright.nari.org/remodelers/12675913/Details/,Chris Sanders,"Orange, CA",714-632-6717,Chris Sanders,http://www.kdcconstruction.com/,Contractor
California,Classic Home Improvements,https://remodelingdoneright.nari.org/remodelers/12609298/Details/,Nicole Crocker,"Escondido, CA",(858)224-7373,Nicole Crocker,http://www.choosechi.com/,Outdoor Living/Kitchens;Kitchens/Baths;Specialty Contractor;Paving;Deck Contractor;Windows/Doors;Contractor;Roofing Contractor;Remodeling Contractor
California,Clay Leaf Building Contractor,https://remodelingdoneright.nari.org/remodelers/12607218/Details/,Clay Leaf,"La Jolla, CA",858.459.2995,Clay Leaf,http://www.clayleaf.com/,Contractor;Remodeling Contractor;Windows/Doors;Additions;Cabinet Installer;Handyman Services
California,Cobex Construction Group,https://remodelingdoneright.nari.org/remodelers/12691397/Details/,Elijah Issacharoff,"Roseville, CA",916-745-6699,Elijah Issacharoff,http://www.cobexcg.com/,Additions;Outdoor Living/Kitchens;Kitchens/Baths;Bath;Contractor
California,"Coda Construction, Inc.",https://remodelingdoneright.nari.org/remodelers/12672476/Details/,Elias Torrez,"Dublin, CA",(925)785-6367,Elias Torrez,http://www.coda-construction.com/,
California,"Collier Ostrom, Inc., Remodeling Contractors",https://remodelingdoneright.nari.org/remodelers/99603/Details/,,"San Francisco, CA",(415)206-0803,,http://www.collier-ostrom.com/,Deck Contractor;Universal Design Remodeler;Cabinet Installer;Green Remodeler;Remodeling Contractor;Kitchens/Baths;Windows/Doors;Contractor;Restoration
California,"Collier Warehouse, Inc.",https://remodelingdoneright.nari.org/remodelers/112248/Details/,David Freer,"San Francisco, CA",(415)920-9720,David Freer,http://www.colliergroup.com/,Windows/Doors;Residential & Commercial Remodel;Remodeling Contractor;Sunrooms;Contractor;Specialty Contractor
California,Collom Construction Inc.,https://remodelingdoneright.nari.org/remodelers/12565099/Details/,Michael Collom,"La Mesa, CA",619-660-8282,Michael Collom,http://www.collomconstruction.com/,Remodeling Contractor;Kitchens/Baths;Specialty Contractor;Lighting Contractor;Additions;Outdoor Living/Kitchens;Design/Build;Electrical Services;Contractor
California,"Cook's Kitchen and Bath, Inc.",https://remodelingdoneright.nari.org/remodelers/12552177/Details/,David Cook,"Benicia, CA",(707)342-2820,David Cook,http://www.cookskitchenandbath.com/,Contractor;Cabinet Installer;Countertop Installers;Universal Design Remodeler;Kitchens/Baths;Remodeling Contractor;Flooring Contractor
California,"Creative Design and Build, Inc.",https://remodelingdoneright.nari.org/remodelers/12688392/Details/,Brian Corcoran,"San Diego, CA",858-408-5964,Brian Corcoran,,Roofing;Remodeling Contractor;Painting;Residential Remodeling Services;Contractor;Kitchens/Baths
